est_name,address,city,state,zip,phone,license_number,issued,expires,az,reg,fl,total,alzheimer,adult_day,county,full_address
Resthave Home of Whiteside,408 Maple Ave.,Morrison,IL,61270,8157724021,5104432,2018 Mar 18 12:00:00 AM,2020 Mar 18 12:00:00 AM,,37.0,,37,False,False,Whiteside,"408 Maple Ave., Morrison, IL"
River Birch Senior Living,4016 Cockrell Lane,Springfield,IL,62711,2176984016,5200966,2018 Jun 04 12:00:00 AM,2019 Jun 04 12:00:00 AM,14.0,,,14,True,True,Sangamon,"4016 Cockrell Lane, Springfield, IL"
River Birch Senior Living,4008 Cockrell Lane,Springfield,IL,62711,2176984008,5201071,2018 Jun 04 12:00:00 AM,2019 Jun 04 12:00:00 AM,14.0,,,14,True,True,Sangamon,"4008 Cockrell Lane, Springfield, IL"
River Birch Senior Living,4012 Cockrell Lane,Springfield,IL,62711,2175470400,5200933,2018 Jun 04 12:00:00 AM,2019 Jun 04 12:00:00 AM,,14.0,,14,False,True,Sangamon,"4012 Cockrell Lane, Springfield, IL"
River Glen of St. Charles,975 North 5th Avenue,St. Charles,IL,60174,6304438220,5105827,2018 Apr 16 12:00:00 AM,2019 Apr 16 12:00:00 AM,15.0,63.0,,78,True,False,Kane,"975 North 5th Avenue, St. Charles, IL"
Riverside Senior Life Bourb,85 E. Burns Rd,Bourbonnais,nan,60914,8159353332,5104770,2019 Jan 28 12:00:00 AM,2021 Jan 28 12:00:00 AM,48.0,32.0,,80,True,False,Kankakee,"85 E. Burns Rd, Bourbonnais, IL"
Riverside Senior Life Community,1485 Butterfield Trail,Kankakee,IL,60901,8159330793,5100323,2017 Jun 09 12:00:00 AM,2019 Jun 09 12:00:00 AM,20.0,76.0,,96,True,False,Kankakee,"1485 Butterfield Trail, Kankakee, IL"
Robin's Nest Assisted Living - 1522 Fargo,1522 Fargo Blvd,Geneva,IL,60134,6309352935,5201568,2018 Oct 03 12:00:00 AM,2019 Oct 03 12:00:00 AM,7.0,,,7,True,False,Kane,"1522 Fargo Blvd, Geneva, IL"
Robin's Nest Assisted Living -1101 Geneva,1101 Geneva Rd,St. Charles,nan,60174,6309352935,5201576,2018 Oct 03 12:00:00 AM,2019 Oct 03 12:00:00 AM,8.0,,,8,True,False,Kane,"1101 Geneva Rd, St. Charles, IL"
Robin's Nest Assisted Living-1819 Fargo,1819 Fargo Blvd,Geneva,IL,60134,6309352935,5201592,2018 Oct 03 12:00:00 AM,2019 Apr 03 12:00:00 AM,7.0,,,7,True,False,Kane,"1819 Fargo Blvd, Geneva, IL"
Rock Run Place Assisted Living,3320 Executive Drive,Joliet,nan,60431,8157294773,5105660,2018 Dec 31 12:00:00 AM,2019 Dec 31 12:00:00 AM,,101.0,,101,False,False,Will,"3320 Executive Drive, Joliet, IL"
Rock Run Place Memory Care,3315 Executive Drive,Joliet,nan,60431,8157252364,5105678,2018 Dec 31 12:00:00 AM,2019 Jun 30 12:00:00 AM,38.0,,,38,True,False,Will,"3315 Executive Drive, Joliet, IL"
Rolling Hills Place,3521 16th St,Zion,IL,60099,8477462147,5101107,2018 Nov 21 12:00:00 AM,2019 Nov 21 12:00:00 AM,,59.0,,59,False,False,Lake,"3521 16th St, Zion, IL"
Roma Home Care Inc.,13740 S. Archer Ave,Lemont,nan,60439,6303305644,5201261,2019 Feb 27 12:00:00 AM,2020 Feb 27 12:00:00 AM,,4.0,,4,False,False,Cook,"13740 S. Archer Ave, Lemont, IL"
Samaritan Place,6901 N. Galena Rd,Peoria,IL,61614,3096899661,5101123,2017 Dec 29 12:00:00 AM,2019 Dec 29 12:00:00 AM,,63.0,,63,False,False,Peoria,"6901 N. Galena Rd, Peoria, IL"
San Gabriel Memory Care,241 Magnolia Drive,Glen Carbon,IL,62034,6182055280,5105959,2019 Feb 10 12:00:00 AM,2020 Feb 10 12:00:00 AM,34.0,,,34,True,False,Madison,"241 Magnolia Drive, Glen Carbon, IL"
San Gabriel Memory Care,813 Lars Hoffman Crossing,Godfrey,IL,62035,6184666447,5106486,2019 Jan 07 12:00:00 AM,2019 May 07 12:00:00 AM,34.0,,,34,False,False,Madison,"813 Lars Hoffman Crossing, Godfrey, IL"
San Gabriel Memory Care,2509 Frank Watson Parkway,Highland,nan,62249,6186514444,5104911,2018 Sep 14 12:00:00 AM,2019 Sep 14 12:00:00 AM,34.0,,,34,True,False,Madison,"2509 Frank Watson Parkway, Highland, IL"
"Selfhelp Home, Inc",908 W Argyle,Chicago,IL,60640,7732710300,5102261,2019 Jan 22 12:00:00 AM,2019 Jul 22 12:00:00 AM,,,60.0,60,False,False,Cook,"908 W Argyle, Chicago, IL"
Senior Star at Weber Place,600 S. Edward Dr,Romeoville,IL,60446,8154399955,5103319,2017 Dec 26 12:00:00 AM,2019 Dec 26 12:00:00 AM,77.0,,,77,True,False,Will,"600 S. Edward Dr, Romeoville, IL"
Senior Star at Weber Place-AL,605 S. Edward Dr.,Romeoville,IL,60446,8154392033,5103368,2018 May 04 12:00:00 AM,2019 May 04 12:00:00 AM,,187.0,18.0,205,False,False,Will,"605 S. Edward Dr., Romeoville, IL"
Serenity Assisted Living,4000 North Main Street,East Peoria,IL,61611,3092222424,5106213,2018 Aug 04 12:00:00 AM,2019 Aug 04 12:00:00 AM,18.0,54.0,,72,True,False,Tazewell,"4000 North Main Street, East Peoria, IL"
Serenity Villa,1 Fairview Dr,Fairbury,IL,61739,8156922572,5106361,2018 Dec 17 12:00:00 AM,2019 Dec 17 12:00:00 AM,20.0,,,20,False,False,Livingston,"1 Fairview Dr, Fairbury, IL"
Shepherd Premier Senior Living,6809 Barnard Mill Road,Ringwood,nan,60072,2243336247,5201485,2018 Dec 02 12:00:00 AM,2019 Dec 02 12:00:00 AM,,7.0,,7,False,False,Mchenry,"6809 Barnard Mill Road, Ringwood, IL"
Sheridan at Green Oaks,29330 North Waukegan Rd,Lake Bluff,IL,60044,2245346660,5105884,2018 Aug 07 12:00:00 AM,2019 Aug 07 12:00:00 AM,56.0,64.0,,120,True,True,Lake,"29330 North Waukegan Rd, Lake Bluff, IL"
Sheridan at Park Ridge (The),501 Busse Highway,Park Ridge,IL,60068,8476530653,5106577,2019 Mar 01 12:00:00 AM,2020 Mar 01 12:00:00 AM,36.0,64.0,,100,True,False,Cook,"501 Busse Highway, Park Ridge, IL"
Sheridan at Tyler Creek (The),508 North McLean,Elgin,nan,60123,2242683268,5105629,2018 Sep 08 12:00:00 AM,2019 Sep 08 12:00:00 AM,32.0,64.0,,96,True,False,Kane,"508 North McLean, Elgin, IL"
Silverado #550 Lake Zurich,550 America Ct,Lake Zurich,IL,60047,8473076990,5103715,2018 Jul 30 12:00:00 AM,2019 Jul 30 12:00:00 AM,16.0,,,16,True,False,Lake,"550 America Ct, Lake Zurich, IL"
Silverado #555 Lake Zurich,555 America Ct.,Lake Zurich,IL,60047,8473076990,5103723,2018 Jul 30 12:00:00 AM,2019 Jul 30 12:00:00 AM,16.0,,,16,True,False,Lake,"555 America Ct., Lake Zurich, IL"
Silverado #579 Lake Zurich,579 America Ct.,Lake Zurich,IL,60047,8473076990,5103731,2018 Jul 30 12:00:00 AM,2019 Jul 30 12:00:00 AM,16.0,,,16,True,False,Lake,"579 America Ct., Lake Zurich, IL"
Silverado #600 Lake Zurich,600 America Ct.,Lake Zurich,nan,60047,8473076990,5103749,2018 Jul 30 12:00:00 AM,2019 Jul 30 12:00:00 AM,16.0,,,16,True,False,Lake,"600 America Ct., Lake Zurich, IL"
Silverado Highland Park,1651 Richfield Ave,Highland Park,nan,60035,2247650094,5104390,2019 Mar 04 12:00:00 AM,2020 Mar 04 12:00:00 AM,62.0,,,62,True,False,Lake,"1651 Richfield Ave, Highland Park, IL"
Silverado Naperville,1936 Brookdale Road,Naperville,nan,60563,6307789221,5105645,2018 Apr 06 12:00:00 AM,2019 Apr 06 12:00:00 AM,50.0,,,50,True,False,Dupage,"1936 Brookdale Road, Naperville, IL"
Silverado Orchard Park,5520 Lincoln Avenue,Morton Grove,nan,60053,8475839800,5104382,2018 Oct 29 12:00:00 AM,2019 Oct 29 12:00:00 AM,84.0,,,84,True,False,Cook,"5520 Lincoln Avenue, Morton Grove, IL"
Silverado St. Charles,4058 E. Main Street,St. Charles,IL,60174,6307934464,5106494,2018 Dec 02 12:00:00 AM,2019 Dec 02 12:00:00 AM,55.0,,,55,False,False,Kane,"4058 E. Main Street, St. Charles, IL"
Simple Blessings,203 E. Monroe,Casey,IL,62420,2179322603,5200750,2017 Nov 15 12:00:00 AM,2019 Nov 15 12:00:00 AM,,10.0,,10,False,False,Clark,"203 E. Monroe, Casey, IL"
Simple Comfort Retirement Home,2412 Becker Dr,Peru,IL,61354,8152233045,5200768,2018 Oct 19 12:00:00 AM,2019 Oct 19 12:00:00 AM,,6.0,,6,False,False,Lasalle,"2412 Becker Dr, Peru, IL"
Smith Crossing,10501 Emilie Ln,Orland Park,IL,60467,7083262326,5101677,2018 May 27 12:00:00 AM,2019 May 27 12:00:00 AM,16.0,46.0,,62,True,False,Will,"10501 Emilie Ln, Orland Park, IL"
Smith Village,2320 W. 113th Place,Chicago,IL,60643,7734747314,5102006,2018 Jun 23 12:00:00 AM,2019 Jun 23 12:00:00 AM,24.0,58.0,,82,True,False,Cook,"2320 W. 113th Place, Chicago, IL"
Snyder Village Assisted Living,1115 Harbers Lane,Metamora,IL,61548,3093672500,5100950,2019 Mar 10 12:00:00 AM,2020 Mar 10 12:00:00 AM,20.0,45.0,,65,True,False,Woodford,"1115 Harbers Lane, Metamora, IL"
"Solana Deer Park, The",21840 W. Lake Cook Road,Deer Park,nan,60010,8475501927,5105389,2018 Sep 18 12:00:00 AM,2019 Sep 18 12:00:00 AM,24.0,60.0,,84,True,False,Lake,"21840 W. Lake Cook Road, Deer Park, IL"
Spring Meadows Libertyville,901 Florsheim Drive,Libertyville,IL,60048,8478169990,5103673,2018 Jul 30 12:00:00 AM,2019 Jul 30 12:00:00 AM,14.0,31.0,55.0,100,True,False,Lake,"901 Florsheim Drive, Libertyville, IL"
Spring Meadows Naperville,504 N River Rd,Naperville,IL,60563,6305484488,5103665,2019 Jan 30 12:00:00 AM,2020 Jan 30 12:00:00 AM,13.0,34.0,60.0,107,True,False,Dupage,"504 N River Rd, Naperville, IL"
Springfield Homes The Ranch,3363 Spaulding Orchard Road,Springfield,IL,62711,2176791030,5201873,2019 Mar 06 12:00:00 AM,2019 Jul 06 12:00:00 AM,,5.0,,5,False,False,Sangamon,"3363 Spaulding Orchard Road, Springfield, IL"
"Springs at Monarch Landing, The",2308 N. Route 59,Naperville,nan,60563,6303001200,5106585,2018 Dec 03 12:00:00 AM,2019 Dec 03 12:00:00 AM,28.0,,,28,True,False,Dupage,"2308 N. Route 59, Naperville, IL"
Springs of Vernon Hills (The),350 South Milwaukee Ave,Vernon Hills,nan,60061,8476349300,5106254,2019 Mar 29 12:00:00 AM,2020 Mar 29 12:00:00 AM,70.0,,,70,True,False,Lake,"350 South Milwaukee Ave, Vernon Hills, IL"
"St. James Villas Wellness, Rehab Villas",1251 East Richton Road,Crete,nan,60417,7086726700,5104705,2018 Dec 16 12:00:00 AM,2019 Dec 16 12:00:00 AM,26.0,34.0,,60,True,False,Will,"1251 East Richton Road, Crete, IL"
St. Joseph Village of Chicago,4021 W. Belmont,Chicago,IL,60641,7733285500,5102030,2018 Apr 27 12:00:00 AM,2020 Apr 27 12:00:00 AM,25.0,15.0,,40,True,False,Cook,"4021 W. Belmont, Chicago, IL"
"Stillwater Senior Living, LLC",1111 University Drive,Edwardsville,nan,62025,6186922273,5104903,2019 Apr 30 12:00:00 AM,2020 Apr 30 12:00:00 AM,,46.0,,46,False,False,Madison,"1111 University Drive, Edwardsville, IL"
Stonecroft Village Retirement Community,1700 Burlington St.,Mendota,IL,61342,8155385300,5106452,2018 Aug 01 12:00:00 AM,2019 Aug 01 12:00:00 AM,,32.0,,32,False,False,Lasalle,"1700 Burlington St., Mendota, IL"
Sugar Creek Alzheimer's SCC,505 E Vernon Ave,Normal,nan,61761,3094513000,5104127,2018 Aug 31 12:00:00 AM,2019 Aug 31 12:00:00 AM,38.0,,,38,True,False,Mclean,"505 E Vernon Ave, Normal, IL"
Summit of Uptown,10 N. Summit,Park Ridge,nan,60068,8478251161,5106569,2019 Feb 18 12:00:00 AM,2020 Feb 18 12:00:00 AM,19.0,,46.0,65,False,False,Cook,"10 N. Summit, Park Ridge, IL"
Sunrise of Barrington,510 Northwest Highway,Barrington,nan,60010,8473828888,5104028,2018 Nov 08 12:00:00 AM,2020 Nov 08 12:00:00 AM,24.0,21.0,,45,True,False,Lake,"510 Northwest Highway, Barrington, IL"
Sunrise of Bloomingdale,129 E Lake St.,Bloomingdale,IL,60108,6302958600,5101206,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,18.0,64.0,,82,True,False,Dupage,"129 E Lake St., Bloomingdale, IL"
Sunrise of Buffalo Grove,180 West Half Day Rd,Buffalo Grove,IL,60089,8474788484,5101214,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,24.0,55.0,,79,True,False,Lake,"180 West Half Day Rd, Buffalo Grove, IL"
Sunrise of Crystal Lake,751 E Terra Cotta Ave,Crystal Lake,IL,60014,8154446600,5101222,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,13.0,45.0,,58,True,False,Mchenry,"751 E Terra Cotta Ave, Crystal Lake, IL"
Sunrise of Flossmoor,19715 Governor's Hwy,Flossmoor,IL,60422,7087981600,5101230,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,17.0,45.0,,62,True,False,Cook,"19715 Governor's Hwy, Flossmoor, IL"
Sunrise of Fountain Square,2210 Fountain Square,Lombard,IL,60148,6308741405,5103343,2019 Feb 09 12:00:00 AM,2020 Feb 09 12:00:00 AM,20.0,60.0,,80,True,False,Dupage,"2210 Fountain Square, Lombard, IL"
Sunrise of Gurnee,500 N. Hunt Club Rd.,Gurnee,IL,60031,8478568100,5101255,2018 Aug 21 12:00:00 AM,2019 Aug 21 12:00:00 AM,13.0,46.0,,59,True,False,Lake,"500 N. Hunt Club Rd., Gurnee, IL"
Sunrise of Highland Park,1601 Green Bay Road,Highland Park,nan,60035,8476811620,5104275,2018 Jul 20 12:00:00 AM,2019 Jul 20 12:00:00 AM,19.0,56.0,,75,True,False,Lake,"1601 Green Bay Road, Highland Park, IL"
Sunrise of Lincoln Park,2710 N. Clark St,Chicago,IL,60614,7732440005,5101263,2018 Jun 23 12:00:00 AM,2019 Jun 23 12:00:00 AM,14.0,46.0,,60,True,False,Cook,"2710 N. Clark St, Chicago, IL"
Sunrise of Naperville,960 E. Chicago Ave.,Naperville,IL,60540,6305791400,5101271,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,16.0,60.0,,76,True,False,Dupage,"960 E. Chicago Ave., Naperville, IL"
Sunrise of Naperville North,535 W. Ogden Ave.,Naperville,IL,60563,6303059400,5101289,2019 Mar 28 12:00:00 AM,2020 Mar 28 12:00:00 AM,33.0,44.0,,77,True,False,Dupage,"535 W. Ogden Ave., Naperville, IL"
Sunrise of Palos Park,12828 S. LaGrange Rd.,Palos Park,IL,60464,7083613577,5101297,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,25.0,60.0,,85,True,False,Cook,"12828 S. LaGrange Rd., Palos Park, IL"
Sunrise of Park Ridge,1725 Ballard Rd.,Park Ridge,IL,60068,8478241724,5101305,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,39.0,71.0,,110,True,False,Cook,"1725 Ballard Rd., Park Ridge, IL"
Sunrise of Schaumburg,790 N. Plum Grove Rd,Schaumburg,IL,60193,8475179700,5101313,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,30.0,52.0,,82,True,False,Cook,"790 N. Plum Grove Rd, Schaumburg, IL"
Sunrise of Willowbrook,6300 Clarendon Hill Rd,Willowbrook,IL,60527,6307349954,5101321,2018 Jul 08 12:00:00 AM,2019 Jul 08 12:00:00 AM,18.0,64.0,,82,True,False,Dupage,"6300 Clarendon Hill Rd, Willowbrook, IL"
Sunrise of Wilmette,615 Ridge Rd,Wilmette,IL,60091,8472561600,5106791,2019 Jan 01 12:00:00 AM,2019 May 01 12:00:00 AM,28.0,,,28,False,False,Cook,"615 Ridge Rd, Wilmette, IL"
Sunrise Villa Olympia Fields,3633 Breakers Drive,Olympia Fields,nan,60461,7087473333,5105470,2018 Oct 17 12:00:00 AM,2019 Oct 17 12:00:00 AM,,25.0,6.0,31,False,False,Cook,"3633 Breakers Drive, Olympia Fields, IL"
Sunset Haven,361 N. Alfred Ave,Elgin,IL,60123,8477421448,5200669,2017 Jul 28 12:00:00 AM,2019 Jul 28 12:00:00 AM,,7.0,,7,False,False,Kane,"361 N. Alfred Ave, Elgin, IL"
Sunshine Gardens,442 Comfort Drive,Marion,nan,62959,6183640482,5105215,2019 Feb 25 12:00:00 AM,2020 Feb 25 12:00:00 AM,15.0,40.0,8.0,63,True,False,Williamson,"442 Comfort Drive, Marion, IL"
Sycamore Village,217 Castellano Dr,Swansea,IL,62226,6182222571,5103863,2019 May 01 12:00:00 AM,2020 May 01 12:00:00 AM,82.0,27.0,,109,True,False,St. Clair,"217 Castellano Dr, Swansea, IL"
Taylorville Estates Inc,705 South Houston Street,Taylorville,nan,62568,2178242222,5104473,2018 Jun 13 12:00:00 AM,2020 Jun 13 12:00:00 AM,,49.0,,49,False,False,Christian,"705 South Houston Street, Taylorville, IL"
Terra Vista of Oakbrook Terrace LLC,1635 D. Ardmore Avenue,Oakbrook Terrace,IL,60181,6305340886,5105207,2019 Jan 23 12:00:00 AM,2020 Jan 23 12:00:00 AM,106.0,,,106,True,False,Dupage,"1635 D. Ardmore Avenue, Oakbrook Terrace, IL"
Terraces at The Clare,55 East Pearson Street,Chicago,nan,60611,3127848100,5104044,2019 Feb 24 12:00:00 AM,2020 Feb 24 12:00:00 AM,13.0,26.0,,39,True,False,Cook,"55 East Pearson Street, Chicago, IL"
"Theresa's Home Care 1, LLC",6455 Cunningham Court,Gurnee,nan,60031,8475252816,5200917,2019 Feb 14 12:00:00 AM,2020 Feb 14 12:00:00 AM,,5.0,,5,False,False,Lake,"6455 Cunningham Court, Gurnee, IL"
"Theresa's Home Care II, LLC",5044 Darlene Dr,Gurnee,IL,60031,8475252816,5201063,2019 Feb 22 12:00:00 AM,2020 Feb 20 12:00:00 AM,,4.0,,4,False,False,Lake,"5044 Darlene Dr, Gurnee, IL"
"Theresa's Home Care III, LLC",402 Bonnie Brae Ave,Grayslake,IL,60030,8475252816,5201303,2017 Dec 08 12:00:00 AM,2019 Dec 08 12:00:00 AM,,3.0,,3,False,False,Lake,"402 Bonnie Brae Ave, Grayslake, IL"
Three Crowns Park,2323 McDaniel,Evanston,IL,60201,8473288700,5102915,2019 Mar 11 12:00:00 AM,2020 Mar 11 12:00:00 AM,18.0,,,18,True,False,Cook,"2323 McDaniel, Evanston, IL"
Three Oaks Assisted Living,1055 Silver Lake Rd,Cary,IL,60013,8475166016,5103947,2018 Oct 30 12:00:00 AM,2019 Oct 30 12:00:00 AM,25.0,69.0,,94,True,False,Mchenry,"1055 Silver Lake Rd, Cary, IL"
Timber Creek Village,201 Stahlhut,Lincoln,nan,62656,2176518771,5104812,2019 Jan 13 12:00:00 AM,2020 Jan 13 12:00:00 AM,,40.0,,40,False,False,Logan,"201 Stahlhut, Lincoln, IL"
Timber Creek Village,101 W. Sallee Street,Litchfield,IL,62056,2173132208,5106510,2018 Dec 23 12:00:00 AM,2019 Dec 23 12:00:00 AM,,40.0,,40,False,False,Montgomery,"101 W. Sallee Street, Litchfield, IL"
Timber Creek Village,1302 W Highland Ave.,Robinson,nan,62454,6185448877,5103855,2019 Jan 19 12:00:00 AM,2020 Jan 19 12:00:00 AM,,39.0,,39,False,False,Crawford,"1302 W Highland Ave., Robinson, IL"
Timbers of Shorewood,1100 N. River Rd,Shorewood,IL,60404,8156090669,5101347,2018 Sep 01 12:00:00 AM,2019 Sep 01 12:00:00 AM,,,90.0,90,False,False,Will,"1100 N. River Rd, Shorewood, IL"
Travanse Living at Grayslake,1865 East Belvidere Rd,Grayslake,IL,60030,8475487000,5105694,2019 May 01 12:00:00 AM,2020 May 01 12:00:00 AM,28.0,68.0,,96,True,False,Lake,"1865 East Belvidere Rd, Grayslake, IL"
Travanse Living at Wheaton,219 E. Parkway Drive,Wheaton,IL,60187,6307520644,5105793,2018 May 01 12:00:00 AM,2019 May 01 12:00:00 AM,20.0,64.0,,84,True,False,Du Page,"219 E. Parkway Drive, Wheaton, IL"
Tremont Ridge Assisted Living,801 E Tremont St,Hillsboro,IL,62049,2175322733,5101354,2019 Feb 26 12:00:00 AM,2021 Feb 26 12:00:00 AM,10.0,28.0,,38,True,True,Montgomery,"801 E Tremont St, Hillsboro, IL"
Trenton Village LLC,980 E. Broadway,Trenton,IL,62293,6182249465,5102170,2018 Jul 01 12:00:00 AM,2019 Jul 01 12:00:00 AM,15.0,42.0,,57,True,False,Clinton,"980 E. Broadway, Trenton, IL"
United Methodist Village N. Campus,2101 James St,Lawrenceville,IL,62439,6189433444,5200974,2018 Nov 23 12:00:00 AM,2019 Nov 23 12:00:00 AM,,6.0,,6,False,False,Lawrence,"2101 James St, Lawrenceville, IL"
"United Methodist Village Retirement Community, INC.",5201 Asbury Avenue,Godfrey,IL,62035,6184670191,5101362,2019 Feb 07 12:00:00 AM,2020 Feb 07 12:00:00 AM,11.0,33.0,,44,True,False,Madison,"5201 Asbury Avenue, Godfrey, IL"
Vi at The Glen,2401 Indigo Lane,Glenview,IL,60026,8479044710,5100398,2018 Nov 19 12:00:00 AM,2019 Nov 19 12:00:00 AM,13.0,23.0,,36,True,False,Cook,"2401 Indigo Lane, Glenview, IL"
Victorian Inn,12600 Renaissance Circle,Homer Glen,IL,60491,7083010800,5101370,2017 Jun 05 12:00:00 AM,2019 Jun 05 12:00:00 AM,20.0,40.0,,60,True,False,Will,"12600 Renaissance Circle, Homer Glen, IL"
Villa Catherine AL,491 Clinton St,Carlyle,IL,62231,6185948363,5101388,2018 Oct 21 12:00:00 AM,2019 Oct 21 12:00:00 AM,,18.0,,18,False,False,Clinton,"491 Clinton St, Carlyle, IL"
Village at Mercy Creek (The),1501 Mercy Creek Dr.,Normal,IL,61761,3092681501,5106684,2018 Dec 09 12:00:00 AM,2019 Dec 09 12:00:00 AM,,60.0,,60,False,False,Mclean,"1501 Mercy Creek Dr., Normal, IL"
Village Woods,2681 S. Route 394,Crete,IL,60417,7086726111,5101404,2018 Nov 04 12:00:00 AM,2019 Nov 04 12:00:00 AM,,50.0,,50,False,False,Will,"2681 S. Route 394, Crete, IL"
Villas at St. James,14335 Jamestown Road,Breese,nan,62230,6185260100,5104663,2018 Jul 12 12:00:00 AM,2019 Jul 12 12:00:00 AM,,65.0,,65,False,False,Clinton,"14335 Jamestown Road, Breese, IL"
Villas of Holly Brook & Reflections Pekin,2720 S. 14th Street,Pekin,nan,61455,3092013763,5105777,2019 Mar 04 12:00:00 AM,2020 Mar 04 12:00:00 AM,36.0,50.0,,86,True,True,Tazewell,"2720 S. 14th Street, Pekin, IL"
Villas of Holly Brook Bethalto,312 Mechanical Drive,East Alton,IL,62024,6187170820,5106551,2018 Nov 26 12:00:00 AM,2019 Nov 26 12:00:00 AM,24.0,50.0,,74,True,True,Madison,"312 Mechanical Drive, East Alton, IL"
Villas of Holly Brook Bloomington Fox Creek,2016 Fox Creek Rd,Bloomington,IL,61701,3098084027,5106239,2019 Feb 28 12:00:00 AM,2020 Feb 28 12:00:00 AM,20.0,51.0,,71,True,True,Mclean,"2016 Fox Creek Rd, Bloomington, IL"
Villas of Holly Brook Charleston,738 18th Street,Charleston,IL,61920,2175122773,5106106,2018 Dec 10 12:00:00 AM,2019 Dec 10 12:00:00 AM,20.0,51.0,,71,True,True,Coles,"738 18th Street, Charleston, IL"
Villas of Holly Brook Chatham,825 East Walnut,Chatham,nan,62629,2174834655,5104564,2018 Jul 21 12:00:00 AM,2019 Jul 21 12:00:00 AM,,50.0,,50,False,False,Sangamon,"825 East Walnut, Chatham, IL"
Villas of Holly Brook Effingham,904 West Evergreen,Effingham,nan,62401,2173422345,5104572,2018 Oct 11 12:00:00 AM,2019 Oct 11 12:00:00 AM,,44.0,,44,False,False,Effingham,"904 West Evergreen, Effingham, IL"
Villas of Holly Brook Gibson City,1400 N. Melvin Street,Gibson City,nan,60936,2177271082,5105223,2018 Oct 22 12:00:00 AM,2019 Oct 22 12:00:00 AM,,50.0,,50,False,False,Ford,"1400 N. Melvin Street, Gibson City, IL"
Villas of Holly Brook Harrisburg,220 Ron Crank Drive,Harrisburg,nan,62946,6182529218,5105538,2018 Aug 15 12:00:00 AM,2019 Aug 15 12:00:00 AM,18.0,50.0,,68,True,True,Saline,"220 Ron Crank Drive, Harrisburg, IL"
Villas of Holly Brook Herrin,505 Rushing Drive,Carterville,nan,62918,6189931997,5104580,2018 Jun 13 12:00:00 AM,2020 Jun 13 12:00:00 AM,,50.0,,50,False,True,Williamson,"505 Rushing Drive, Carterville, IL"
Villas of Holly Brook Marshall,17050 North Quality Lime Road,Marshall,nan,62441,2178265600,5104531,2018 Jun 13 12:00:00 AM,2019 Jun 13 12:00:00 AM,,46.0,,46,False,False,Clark,"17050 North Quality Lime Road, Marshall, IL"
Villas of Holly Brook Monticello,901 Medical Center Dr,Monticello,nan,61856,2176311136,5104291,2017 Nov 23 12:00:00 AM,2019 Nov 23 12:00:00 AM,,50.0,,50,False,False,Piatt,"901 Medical Center Dr, Monticello, IL"
Villas of Holly Brook Morton,1709 North Main Street,Morton,nan,61550,3093218393,5105173,2019 Jan 21 12:00:00 AM,2020 Jan 21 12:00:00 AM,,76.0,,76,False,False,Tazewell,"1709 North Main Street, Morton, IL"
Villas of Holly Brook Newton,101 South Gregory Dr.,Newton,nan,62448,6187834181,5104549,2018 Jul 21 12:00:00 AM,2019 Jul 21 12:00:00 AM,,41.0,,41,False,False,Jasper,"101 South Gregory Dr., Newton, IL"
Villas of Holly Brook Rantoul,722 Stone Bridge Center Drive,Rantoul,IL,61866,2172829854,5106312,2019 Apr 22 12:00:00 AM,2020 Apr 22 12:00:00 AM,24.0,50.0,,74,True,True,Champaign,"722 Stone Bridge Center Drive, Rantoul, IL"
Villas of Holly Brook Savoy,68 E. Airport Road,Savoy,nan,61874,2173596224,5104945,2018 Jun 19 12:00:00 AM,2020 Jun 19 12:00:00 AM,,50.0,,50,False,False,Champaign,"68 E. Airport Road, Savoy, IL"
Villas of Holly Brook Shelbyville,2201 W. Main Street,Shelbyville,nan,62565,2177741040,5104556,2018 Jun 13 12:00:00 AM,2019 Jun 13 12:00:00 AM,,45.0,,45,False,False,Shelby,"2201 W. Main Street, Shelbyville, IL"
Villas of Holly Brook Towanda Barnes,1815 N. Towanda Barnes Road,Bloomington,IL,61701,3095850541,5106445,2018 Aug 11 12:00:00 AM,2019 Aug 11 12:00:00 AM,24.0,50.0,,74,True,True,Mclean,"1815 N. Towanda Barnes Road, Bloomington, IL"
Villas of Holly Brook Washington,1285 Independence Court,Washington,nan,61571,3095087100,5104457,2019 Apr 05 12:00:00 AM,2020 Apr 05 12:00:00 AM,,79.0,,79,False,True,Tazewell,"1285 Independence Court, Washington, IL"
Villas of South Park,10000 South Main Street,Chatham,nan,62629,2176975415,5105447,2019 Apr 10 12:00:00 AM,2019 Oct 10 12:00:00 AM,,50.0,,50,False,False,Sangamon,"10000 South Main Street, Chatham, IL"
Vines Senior Home (The),971 Bode Rd,Elgin,IL,60120,8476959600,5106122,2018 Nov 24 12:00:00 AM,2020 Nov 24 12:00:00 AM,,14.0,,14,False,False,Cook,"971 Bode Rd, Elgin, IL"
