"Est Name","Address","City","State","Zip","Phone","License Number","Issued","Expires","AZ","Reg","FL","Total","Alzheimer","Adult Day","County"
"Theresa's Home Care 1, LLC","6455 Cunningham Court","Gurnee",,"60031","8475252816","5200917","2019 Feb 14 12:00:00 AM","2020 Feb 14 12:00:00 AM",,"5",,"5","false","false","Lake"
"Theresa's Home Care II, LLC","5044 Darlene Dr","Gurnee","IL","60031","8475252816","5201063","2019 Feb 22 12:00:00 AM","2020 Feb 20 12:00:00 AM",,"4",,"4","false","false","Lake"
"Theresa's Home Care III, LLC","402 Bonnie Brae Ave","Grayslake","IL","60030","8475252816","5201303","2017 Dec 08 12:00:00 AM","2019 Dec 08 12:00:00 AM",,"3",,"3","false","false","Lake"
"Three Crowns Park","2323 McDaniel","Evanston","IL","60201","8473288700","5102915","2019 Mar 11 12:00:00 AM","2020 Mar 11 12:00:00 AM","18",,,"18","true","false","Cook"
"Three Oaks Assisted Living","1055 Silver Lake Rd","Cary","IL","60013","8475166016","5103947","2018 Oct 30 12:00:00 AM","2019 Oct 30 12:00:00 AM","25","69",,"94","true","false","McHenry"
"Timber Creek Village","201 Stahlhut","Lincoln",,"62656","2176518771","5104812","2019 Jan 13 12:00:00 AM","2020 Jan 13 12:00:00 AM",,"40",,"40","false","false","Logan"
"Timber Creek Village","101 W. Sallee Street","Litchfield","IL","62056","2173132208","5106510","2018 Dec 23 12:00:00 AM","2019 Dec 23 12:00:00 AM",,"40",,"40","false","false","Montgomery"
"Timber Creek Village","1302 W Highland Ave.","Robinson",,"62454","6185448877","5103855","2019 Jan 19 12:00:00 AM","2020 Jan 19 12:00:00 AM",,"39",,"39","false","false","Crawford"
"Timbers of Shorewood","1100 N. River Rd","Shorewood","IL","60404","8156090669","5101347","2018 Sep 01 12:00:00 AM","2019 Sep 01 12:00:00 AM",,,"90","90","false","false","Will"
"Travanse Living at Grayslake","1865 East Belvidere Rd","Grayslake","IL","60030","8475487000","5105694","2019 May 01 12:00:00 AM","2020 May 01 12:00:00 AM","28","68",,"96","true","false","Lake"
"Travanse Living at Wheaton","219 E. Parkway Drive","Wheaton","IL","60187","6307520644","5105793","2018 May 01 12:00:00 AM","2019 May 01 12:00:00 AM","20","64",,"84","true","false","Du Page"
"Tremont Ridge Assisted Living","801 E Tremont St","Hillsboro","IL","62049","2175322733","5101354","2019 Feb 26 12:00:00 AM","2021 Feb 26 12:00:00 AM","10","28",,"38","true","true","Montgomery"
"Trenton Village LLC","980 E. Broadway","Trenton","IL","62293","6182249465","5102170","2018 Jul 01 12:00:00 AM","2019 Jul 01 12:00:00 AM","15","42",,"57","true","false","Clinton"
"United Methodist Village N. Campus","2101 James St","Lawrenceville","IL","62439","6189433444","5200974","2018 Nov 23 12:00:00 AM","2019 Nov 23 12:00:00 AM",,"6",,"6","false","false","Lawrence"
"United Methodist Village Retirement Community, INC.","5201 Asbury Avenue","Godfrey","IL","62035","6184670191","5101362","2019 Feb 07 12:00:00 AM","2020 Feb 07 12:00:00 AM","11","33",,"44","true","false","Madison"
"Vi at The Glen","2401 Indigo Lane","Glenview","IL","60026","8479044710","5100398","2018 Nov 19 12:00:00 AM","2019 Nov 19 12:00:00 AM","13","23",,"36","true","false","Cook"
"Victorian Inn","12600 Renaissance Circle","Homer Glen","IL","60491","7083010800","5101370","2017 Jun 05 12:00:00 AM","2019 Jun 05 12:00:00 AM","20","40",,"60","true","false","Will"
"Villa Catherine AL","491 Clinton St","Carlyle","IL","62231","6185948363","5101388","2018 Oct 21 12:00:00 AM","2019 Oct 21 12:00:00 AM",,"18",,"18","false","false","Clinton"
"Village at Mercy Creek (The)","1501 Mercy Creek Dr.","Normal","IL","61761","3092681501","5106684","2018 Dec 09 12:00:00 AM","2019 Dec 09 12:00:00 AM",,"60",,"60","false","false","McLean"
"Village Woods","2681 S. Route 394","Crete","IL","60417","7086726111","5101404","2018 Nov 04 12:00:00 AM","2019 Nov 04 12:00:00 AM",,"50",,"50","false","false","Will"
"Villas at St. James","14335 Jamestown Road","Breese",,"62230","6185260100","5104663","2018 Jul 12 12:00:00 AM","2019 Jul 12 12:00:00 AM",,"65",,"65","false","false","Clinton"
"Villas of Holly Brook & Reflections Pekin","2720 S. 14th Street","Pekin",,"61455","3092013763","5105777","2019 Mar 04 12:00:00 AM","2020 Mar 04 12:00:00 AM","36","50",,"86","true","true","Tazewell"
"Villas of Holly Brook Bethalto","312 Mechanical Drive","East Alton","IL","62024","6187170820","5106551","2018 Nov 26 12:00:00 AM","2019 Nov 26 12:00:00 AM","24","50",,"74","true","true","Madison"
"Villas of Holly Brook Bloomington Fox Creek","2016 Fox Creek Rd","Bloomington","IL","61701","3098084027","5106239","2019 Feb 28 12:00:00 AM","2020 Feb 28 12:00:00 AM","20","51",,"71","true","true","McLean"
"Villas of Holly Brook Charleston","738 18th Street","Charleston","IL","61920","2175122773","5106106","2018 Dec 10 12:00:00 AM","2019 Dec 10 12:00:00 AM","20","51",,"71","true","true","Coles"
"Villas of Holly Brook Chatham","825 East Walnut","Chatham",,"62629","2174834655","5104564","2018 Jul 21 12:00:00 AM","2019 Jul 21 12:00:00 AM",,"50",,"50","false","false","Sangamon"
"Villas of Holly Brook Effingham","904 West Evergreen","Effingham",,"62401","2173422345","5104572","2018 Oct 11 12:00:00 AM","2019 Oct 11 12:00:00 AM",,"44",,"44","false","false","Effingham"
"Villas of Holly Brook Gibson City","1400 N. Melvin Street","Gibson City",,"60936","2177271082","5105223","2018 Oct 22 12:00:00 AM","2019 Oct 22 12:00:00 AM",,"50",,"50","false","false","Ford"
"Villas of Holly Brook Harrisburg","220 Ron Crank Drive","Harrisburg",,"62946","6182529218","5105538","2018 Aug 15 12:00:00 AM","2019 Aug 15 12:00:00 AM","18","50",,"68","true","true","Saline"
"Villas of Holly Brook Herrin","505 Rushing Drive","Carterville",,"62918","6189931997","5104580","2018 Jun 13 12:00:00 AM","2020 Jun 13 12:00:00 AM",,"50",,"50","false","true","Williamson"
"Villas of Holly Brook Marshall","17050 North Quality Lime Road","Marshall",,"62441","2178265600","5104531","2018 Jun 13 12:00:00 AM","2019 Jun 13 12:00:00 AM",,"46",,"46","false","false","Clark"
"Villas of Holly Brook Monticello","901 Medical Center Dr","Monticello",,"61856","2176311136","5104291","2017 Nov 23 12:00:00 AM","2019 Nov 23 12:00:00 AM",,"50",,"50","false","false","Piatt"
"Villas of Holly Brook Morton","1709 North Main Street","Morton",,"61550","3093218393","5105173","2019 Jan 21 12:00:00 AM","2020 Jan 21 12:00:00 AM",,"76",,"76","false","false","Tazewell"
"Villas of Holly Brook Newton","101 South Gregory Dr.","Newton",,"62448","6187834181","5104549","2018 Jul 21 12:00:00 AM","2019 Jul 21 12:00:00 AM",,"41",,"41","false","false","Jasper"
"Villas of Holly Brook Rantoul","722 Stone Bridge Center Drive","Rantoul","IL","61866","2172829854","5106312","2019 Apr 22 12:00:00 AM","2020 Apr 22 12:00:00 AM","24","50",,"74","true","true","Champaign"
"Villas of Holly Brook Savoy","68 E. Airport Road","Savoy",,"61874","2173596224","5104945","2018 Jun 19 12:00:00 AM","2020 Jun 19 12:00:00 AM",,"50",,"50","false","false","Champaign"
"Villas of Holly Brook Shelbyville","2201 W. Main Street","Shelbyville",,"62565","2177741040","5104556","2018 Jun 13 12:00:00 AM","2019 Jun 13 12:00:00 AM",,"45",,"45","false","false","Shelby"
"Villas of Holly Brook Towanda Barnes","1815 N. Towanda Barnes Road","Bloomington","IL","61701","3095850541","5106445","2018 Aug 11 12:00:00 AM","2019 Aug 11 12:00:00 AM","24","50",,"74","true","true","McLean"
"Villas of Holly Brook Washington","1285 Independence Court","Washington",,"61571","3095087100","5104457","2019 Apr 05 12:00:00 AM","2020 Apr 05 12:00:00 AM",,"79",,"79","false","true","Tazewell"
"Villas of South Park","10000 South Main Street","Chatham",,"62629","2176975415","5105447","2019 Apr 10 12:00:00 AM","2019 Oct 10 12:00:00 AM",,"50",,"50","false","false","Sangamon"
"Vines Senior Home (The)","971 Bode Rd","Elgin","IL","60120","8476959600","5106122","2018 Nov 24 12:00:00 AM","2020 Nov 24 12:00:00 AM",,"14",,"14","false","false","Cook"
"Violet Lane","101 N. Violet Lane","Carbondale","IL","62901","6185199560","5200941","2018 Apr 25 12:00:00 AM","2019 Apr 25 12:00:00 AM",,"6",,"6","false","false","Jackson"
"Voyage Senior Living - Marion South","815 Mississippi Drive","Marion",,"62959","6189933503","5104218","2019 Apr 06 12:00:00 AM","2019 Oct 06 12:00:00 AM",,"27",,"27","false","false","Williamson"
"Voyage Senior Living - Murphysboro East","5 North Shawnee Dr","Murphysboro","IL","62966","6186845818","5100299","2019 Mar 19 12:00:00 AM","2020 Mar 19 12:00:00 AM",,"50",,"50","false","false","Jackson"
"Voyage Senior Living - Murphysboro West","11 N. Shawnee Dr","Murphysboro","IL","62966","6186845818","5100281","2019 Mar 19 12:00:00 AM","2019 Mar 19 12:00:00 AM",,"24",,"24","false","false","Jackson"
"Waterford Estates","17400 S. Kedzie Ave","Hazel Crest","IL","60429","7083351600","5101412","2018 Apr 27 12:00:00 AM","2019 Apr 27 12:00:00 AM","19",,"61","80","true","false","Cook"
"Waverly Inn Memory Care Community","515 W. Rand Road","Arlington Heights","IL","60004","2242488916","5106411","2019 Mar 16 12:00:00 AM","2020 Mar 16 12:00:00 AM","60",,,"60","false","false","Cook"
"Weinberg Community","1551 Lake Cook Rd","Deerfield","IL","60015","8473740500","5101420","2017 Jun 14 12:00:00 AM","2019 Jun 14 12:00:00 AM","40","125",,"165","true","true","Cook"
"Welbrook Bloomington Operating Co","1402 Leslie Dr","Bloomington","IL","61704","3096032500","5106387","2018 Jul 20 12:00:00 AM","2019 Jul 20 12:00:00 AM","24","56",,"80","true","false","McLean"
"Wellshire Morton Grove","8415 Waukegan Road","Morton Grove",,"60053","8474704550","5104887","2018 Jun 25 12:00:00 AM","2019 Jun 25 12:00:00 AM",,"45",,"45","false","false","Cook"
"Westbridge Assisted Living","500 Wyndemere Circle","Wheaton",,"60187","6306906662","5105025","2018 Jun 28 12:00:00 AM","2019 Jun 29 12:00:00 AM","12","65","5","82","true","false","DuPage"
"Westbrook Senior Living","110 W. Schaumburg Rd","Streamwood",,"60107","6303724114","5105504","2019 Jan 29 12:00:00 AM","2020 Jan 29 12:00:00 AM","24","56",,"80","true","false","Cook"
"Westminster Village AL","2025 E. Lincoln St","Bloomington","IL","61701","3096636474","5102329","2018 Jan 29 12:00:00 AM","2020 Jan 29 12:00:00 AM",,"30","30","60","false","false","McLean"
"White Oaks at Heritage Woods of McHenry","4605 W. Crystal Lake Rd","Mc Henry","IL","60050","8153442970","5106072","2019 Feb 06 12:00:00 AM","2020 Feb 16 12:00:00 AM","40",,,"40","true","false","McHenry"
"White Oaks at Spring Street","1300 Spring Street","South Elgin",,"60177","8477173187","5104846","2018 Jun 28 12:00:00 AM","2019 Jun 28 12:00:00 AM","30",,,"30","true","false","Kane"
"Willow Crossing Senior Living","809 N. Central Ave.","Addison","IL","60101","6302917500","5201790","2019 Feb 28 12:00:00 AM","2019 Jun 28 12:00:00 AM",,"3",,"3","false","false","DuPage"
"Willow Falls","1681 Willow Circle Drive","Crest Hill",,"60403","8157255868","5105546","2018 Sep 24 12:00:00 AM","2019 Sep 24 12:00:00 AM","31","82",,"113","true","false","Will"
"Willowbrook of Effingham","100 Blohm Avenue","Effingham","IL","62401","2178210779","5200990","2018 Nov 18 12:00:00 AM","2019 Nov 18 12:00:00 AM","12",,,"12","true","true","Effingham"
"Willowbrook of Effingham #3","104 Blohm Avenue","Effingham",,"62401","2178210779","5201550","2018 Oct 08 12:00:00 AM","2019 Nov 18 12:00:00 AM","12",,,"12","true","false","Effingham"
"Willowbrook of Effingham East","102 Blohm Ave","Effingham","IL","62401","2173423239","5201105","2018 Nov 18 12:00:00 AM","2019 Nov 18 12:00:00 AM","12",,,"12","true","false","Effingham"
"Willowbrook of Marshall #1","1002 North Second St","Marshall","IL","62441","2178210779","5201741","2018 May 17 12:00:00 AM","2019 May 17 12:00:00 AM","12",,,"12","true","false","Clark"
"Willowbrook of Marshall #2","1000 N. 2nd Street","Marshall","IL","62441","2178210779","5201840","2018 Sep 21 12:00:00 AM","2019 Sep 21 12:00:00 AM","12",,,"12","true","false","Clark"
"Willowbrook of Savoy","404 W. Curtis","Savoy",,"61874","2176078932","5201394","2018 Jul 03 12:00:00 AM","2020 Jul 03 12:00:00 AM","12",,,"12","true","false","Champaign"
"Willowbrook of Savoy #2","406 W. Curtis","Savoy",,"61874","2176007705","5201493","2018 Apr 15 12:00:00 AM","2020 Apr 15 12:00:00 AM","12",,,"12","true","false","Champaign"
"Willowbrook of Savoy #3","408 W Curtis","Savoy",,"61874","2178210779","5201527","2018 Jul 23 12:00:00 AM","2020 Jul 23 12:00:00 AM","12",,,"12","true","false","Champaign"
"Willowbrook of Vandalia #1","1125 Sunset Drive","Vandalia","IL","62471","2178210779","5201808","2018 Jun 28 12:00:00 AM","2019 Jun 28 12:00:00 AM","12",,,"12","true","false","Fayette"
"Windsor Court - Savoy","401 Burwash Ave","Savoy","IL","61874","2173511490","5102337","2018 Feb 10 12:00:00 AM","2020 Feb 10 12:00:00 AM",,"36",,"36","false","false","Champaign"
"Windsor Manor Morrison","403 Scenic Street","Morrison","IL","61270","8157724031","5104721","2018 Dec 09 12:00:00 AM","2020 Dec 09 12:00:00 AM","16","24",,"40","true","false","Whiteside"
"Windsor Park Manor","124 Windsor Park Dr","Carol Stream","IL","60188","6305105200","5101453","2017 Sep 17 12:00:00 AM","2019 Sep 17 12:00:00 AM","16","22",,"38","true","false","DuPage"
"Winn Prairie","1545 S. Forest Road","Freeport",,"61032","8156564800","5105587","2019 Apr 07 12:00:00 AM","2020 Apr 07 12:00:00 AM","30","31",,"61","true","false","Stephenson"
"Woodlands at The British Home","3000 McCormick Ave","Brookfield","IL","60513","7084850135","5101461","2018 Aug 13 12:00:00 AM","2019 Aug 13 12:00:00 AM",,"73",,"73","false","false","Cook"
"Woods Garden Villa, The","302 S. Main St","Lincoln",,"62656","2177322189","5201535","2018 Oct 17 12:00:00 AM","2019 Oct 17 12:00:00 AM",,"12",,"12","false","false","Logan"
